-1.309279	-1.957982
1.282513	1.158358
-1.653892	1.735963
-0.135329	0.628489
-1.284414	-1.169953
1.218607	1.848326
0.065411	-1.162481
-1.951515	-1.665316
0.907625	0.271282
1.026119	-0.321863
-0.396461	1.608643
-0.711940	-1.354007
0.264230	-0.531779
1.559106	1.120511
1.402305	0.838019
0.614210	-1.906974
0.880036	-0.103277
1.251384	1.226144
-0.367315	-0.883945
-0.145367	0.348271
-0.053898	-0.926760
0.196598	-1.988488
-0.089241	0.245083
-1.653803	-1.181616
-1.483635	1.372316
0.496521	0.119904
0.980958	1.784581
0.765896	-0.754812
-0.747197	0.325002
-1.634301	-1.344892
-0.836979	0.979908
-1.251867	-1.956943
-1.123369	1.999517
1.269201	0.509316
-0.884428	-0.876166
-1.142412	1.061674
0.197074	1.054185
1.073186	-1.892167
-0.700732	1.419383
-1.073783	-0.184367
0.791699	1.422738
1.935536	-0.227343
1.207320	0.701433
1.017845	-1.539878
-0.973565	1.383544
-0.884770	0.189456
0.363452	-0.136637
0.232513	1.240084
-0.137119	-0.498285
-0.250600	0.978453
0.625549	0.606987
0.040127	-1.177377
-0.338827	-0.886687
-1.069543	0.960441
-1.467304	-0.143326
-1.223926	1.324395
-0.720588	-1.288390
-0.902948	-1.513268
1.413043	-1.885102
-1.053146	-1.560522
1.498442	0.062084
0.628934	-0.138106
1.925447	-1.138553
-0.898022	-0.211672
0.363161	0.851378
-1.233220	-1.011290
-0.541635	0.806907
-0.188666	1.119538
1.920220	0.741790
0.079979	-1.547084
-1.401535	0.856053
1.777311	-0.122123
1.567663	-1.125637
0.364609	0.980706
-1.010739	1.311463
1.420183	-1.512297
-0.626453	0.049117
0.349597	-0.701006
0.910564	1.451575
1.087322	-0.726274
0.302953	1.854103
0.262436	1.761318
0.661010	-1.926230
0.880856	0.581230
0.815560	-1.039165
1.034146	1.414024
1.816888	0.811457
-0.708099	1.384550
1.685820	1.656510
0.365256	-1.324919
0.967974	-0.214561
-0.837216	-1.658479
1.834557	1.512382
-0.359485	0.745121
0.963957	-1.272163
-1.981154	-0.733090
-1.418060	0.281282
-0.971772	1.242950
0.355052	1.909084
-0.175821	-0.829388
-0.166613	-0.333061
0.173746	1.002840
-0.329819	-0.187568
0.082946	-0.150034
-0.609696	0.492730
0.169466	-0.352312
2.272698	-0.257044
-0.329814	0.145499
0.293719	-0.325723
-0.775368	5.071139
-0.135012	0.049083
9.799368	-0.228935
0.244075	-1.730170
-0.203670	0.864670
1.098195	-0.219026
0.594908	-0.168268
0.162420	-0.369148
-0.645170	0.409999
-0.314919	0.181435
0.317081	-0.280301
-0.320761	0.060961
-0.445227	0.270118
0.329007	0.498378
4.300337	-0.227996
-1.935396	0.472499
-1.315461	0.049171
-0.742098	0.481073
-0.088904	0.306571
-0.391296	-0.283541
0.172965	-0.261736
-0.036727	1.003423
0.175068	-0.522887
-0.844669	-0.385445
0.981167	0.254861
-0.158562	0.043025
0.329683	0.043054
0.254329	-0.598065
0.352832	0.231897
0.391567	1.305787
-0.306772	0.539902
-0.090259	-0.092021
0.148143	-0.824570
0.556888	-0.310623
-0.187975	0.335520
-0.178989	0.271686
0.428596	-0.233241
-0.173634	1.146930
0.378017	-0.145792
0.182370	0.389978
-0.095423	-0.566778
-0.387505	-0.267491
0.052403	0.169277
2.440103	-0.157343
-0.197296	-0.171903
0.342948	-0.227578
-0.433855	0.202035
-0.096102	-0.295675
-0.166358	0.343558
-0.908953	0.298351
-0.276214	-0.286321
-0.066374	0.444187
-317.371699	-1.172534
-0.267964	-0.138415
-0.186624	0.294750
1.126795	0.245915
0.343213	-0.323285
1.095494	1.408682
0.346662	0.258370
-0.166472	-0.088221
0.456914	-0.298203
0.184154	0.158192
0.162510	0.282307
0.548217	-1.723643
0.169996	0.233711
-5.975627	1.085067
0.182864	-0.767578
-0.433696	-0.168803
0.215947	-1.575964
-1.333683	-0.507362
-0.329397	0.114198
-0.245497	-0.033063
