1.355807,-0.306455,0.532747,0.222596
1.503935,-0.389081,0.637602,0.200958
-1.498349,1.268421,0.957170,0.255915
-1.290613,-1.467394,1.033432,-0.259711
-0.661907,-1.711177,1.219739,-0.199909
-0.407280,1.880385,1.245933,0.111780
-1.220525,-0.184676,0.373111,-0.194147
-1.071662,-1.623983,1.103884,-0.242862
1.022410,1.155679,1.051208,-0.416874
-1.436847,-1.786448,1.040792,-0.185837
0.534855,-0.324326,-0.181544,2.266247
-1.410536,0.460979,0.633532,0.268171
0.740441,-0.443648,0.366968,1.183447
-0.330341,-0.061307,-7.269713,-3.177796
-1.281732,-1.006769,0.910829,-0.365731
-1.333903,-1.027831,0.910109,-0.340992
0.364027,1.527516,1.361954,-0.182908
0.270067,0.663984,2.393694,-1.358536
1.809276,-0.257337,0.712446,0.083487
1.879298,-0.040002,0.717238,0.012043
0.017501,-1.842941,1.294346,0.005591
1.712394,-0.470353,0.727386,0.161980
1.784387,0.606462,0.776763,-0.171559
1.022188,1.009689,0.994044,-0.484380
0.155465,-1.207124,1.653039,0.171052
1.194269,-0.158750,0.334965,0.179977
0.629243,0.622708,0.986706,-1.275908
0.427703,-1.553293,1.330956,0.197214
1.931780,-1.926454,0.999629,0.134354
-1.404317,-1.745097,1.042632,-0.194691
-0.538625,0.670396,1.291315,1.320443
-0.598462,1.688162,1.242114,0.196337
1.102102,1.444632,1.080028,-0.292122
0.935745,0.219931,0.031035,-0.482089
0.151696,-1.026177,1.889564,0.268889
-0.691946,-0.277108,-0.302377,-1.242348
0.784500,1.947944,1.163469,-0.157159
1.109325,-1.243886,1.041038,0.357644
0.682783,0.274897,-0.330897,-1.278939
-1.167105,1.631388,1.080258,0.235222
0.238533,1.766232,1.303535,-0.083510
0.938544,0.150114,-0.051723,-0.345248
0.234511,-1.398342,1.470206,0.162281
1.517984,0.532773,0.698370,-0.241471
-0.283926,0.949794,1.850628,0.558489
-1.235548,-0.591939,0.666143,-0.415190
0.582305,0.473189,0.636680,-1.738656
-1.410960,0.490037,0.648255,0.277838
0.144119,-1.125342,1.751820,0.195785
0.862771,0.578906,0.648830,-0.857192
1.345437,1.641244,1.043554,-0.217717
-0.855197,1.546284,1.170235,0.271283
-0.234130,1.009296,1.836392,0.410125
-1.903417,-1.040621,0.885299,-0.178884
1.134489,-1.587778,1.085093,0.248430
-0.912677,1.519591,1.149517,0.280948
1.546549,-1.475822,0.989765,0.218585
-1.927797,1.401548,0.945708,0.167452
1.828279,1.068118,0.890470,-0.194294
0.871170,-1.216962,1.143916,0.422612
1.717926,-0.166464,0.670558,0.064449
1.448659,0.456558,0.644873,-0.248525
-1.361660,-1.853621,1.056525,-0.180387
-1.194915,1.206392,1.003317,0.346821
0.137687,0.665085,2.989577,-0.860734
-1.222714,1.177503,0.986933,0.346790
1.055842,-1.985399,1.110563,0.163968
0.487388,-0.440368,0.765764,2.305758
0.957730,0.693291,0.776584,-0.679569
0.054866,-1.892143,1.278609,0.016171
-0.188323,-1.578690,1.384509,-0.093062
-0.667377,1.052315,1.274561,0.582563
1.639801,-0.273037,0.657661,0.117252
0.948876,0.782065,0.873705,-0.649205
1.215787,1.693785,1.073599,-0.217951
1.903660,1.021811,0.881608,-0.178535
0.307771,-0.252628,-0.228799,6.186177
-0.920766,0.567606,0.616015,0.763587
-1.382888,0.134801,0.491760,0.100032
-0.199288,1.700722,1.331804,0.078844
1.536107,-0.854277,0.829239,0.274976
-0.449443,-0.955181,1.572043,-0.691417
1.705621,0.337476,0.694130,-0.125969
-0.186221,-0.571461,3.236690,-1.631060
0.913542,-0.973106,1.035413,0.560209
1.180842,-0.369480,0.463286,0.372314
-1.789266,1.517693,0.970364,0.179223
-0.306114,0.537706,2.333430,2.246240
0.177538,1.724781,1.325649,-0.067759
0.555543,-0.268210,-0.634254,2.057517
1.772296,0.018849,0.681740,-0.006770
1.134855,-0.556795,0.617023,0.494940
1.015253,1.313242,1.091397,-0.351236
-1.862363,1.395660,0.948169,0.177204
-0.878416,0.760915,0.894412,0.732838
1.898674,1.508067,0.961502,-0.165676
1.794899,-0.939218,0.861082,0.200200
0.168112,1.605988,1.375199,-0.079422
1.723519,0.979582,0.869806,-0.218614
0.578305,0.884021,1.359004,-0.821071
0.254246,1.957520,1.248123,-0.065560
0.673804,0.269349,-0.375804,-1.309067
-1.997145,-0.339958,0.770067,-0.080614
0.329438,-0.441808,1.939627,3.155683
-0.749070,0.693896,0.926773,0.956340
1.599286,1.169115,0.922681,-0.242792
-0.212924,0.886937,2.070930,0.545660
1.141036,1.190215,1.015515,-0.367513
1.872242,-1.301700,0.933023,0.180278
0.824517,-0.429903,0.337882,0.948234
1.299453,-1.332398,1.007228,0.288605
-0.858402,0.799600,0.948533,0.724805
-0.918714,1.989609,1.135033,0.158501
0.643572,1.515648,1.256137,-0.265369
1.670580,1.989896,1.025650,-0.145899
1.750477,1.509982,0.972546,-0.185093
-1.569734,1.928479,1.032827,0.158365
1.850453,-1.972188,1.008700,0.136453
-1.127737,1.009902,0.952041,0.433714
-1.983256,-0.707996,0.825477,-0.142802
0.848423,-1.754381,1.163499,0.206411
-0.344993,-1.214297,1.533792,-0.329950
0.644911,-1.425587,1.269681,0.306782
-1.805876,1.177834,0.913280,0.196870
-1.934837,0.014965,0.732924,0.004132
1.675951,1.710862,1.003594,-0.174305
1.634120,-0.060124,0.627032,0.027482
0.103412,0.098238,-1.482194,-49.083807
-0.693485,1.479531,1.239613,0.287868
1.385427,1.625372,1.034724,-0.216471
-0.115263,-0.886967,2.208466,-0.319500
-1.637039,1.691391,1.005893,0.180386
0.940457,-1.340137,1.126870,0.350842
0.854587,-1.159134,1.142588,0.460619
-1.238355,-1.315281,1.018446,-0.305865
-0.990379,-0.143455,0.042455,-0.283330
0.963928,0.603953,0.662894,-0.695441
1.524590,-1.216155,0.941564,0.256345
-1.746552,1.791029,1.004018,0.159739
-1.393963,-0.564481,0.682444,-0.307630
0.524714,0.017024,-2.620836,-0.235154
1.170125,1.027897,0.946875,-0.408802
1.809662,1.164417,0.910510,-0.196532
-1.972402,-1.282218,0.926665,-0.165134
-1.344323,-1.931698,1.062727,-0.169303
-0.713468,0.343793,0.006554,1.246907
-0.831941,-0.889745,1.045211,-0.672442
-0.725698,1.079992,1.223198,0.546872
0.141556,-1.662194,1.354157,0.060764
0.306535,-0.649670,2.232145,1.495759
-1.818855,1.105719,0.898405,0.195935
1.645327,-0.794189,0.813631,0.234570
-0.106263,0.011707,-84.510675,18.996466
-0.326916,-1.486899,1.391662,-0.180977
1.784373,0.160641,0.693461,-0.055643
0.745471,1.685442,1.198078,-0.217836
0.077626,1.511319,1.434359,-0.044739
-1.692858,-0.146045,0.658747,-0.059321
-1.016682,-1.090384,1.031440,-0.448828
-0.672613,0.694160,1.033759,1.069828
1.755923,-1.542655,0.976429,0.181524
-0.872217,-1.347804,1.158945,-0.353949
1.269169,-0.764823,0.787230,0.402665
-0.288266,1.448627,1.423454,0.175481
-0.610606,1.865703,1.209280,0.153421
1.451475,0.197458,0.550900,-0.124492
0.024822,1.535471,1.423812,-0.013706
1.035013,-0.643048,0.701644,0.603810
0.701437,-0.734586,1.044744,0.968308
-1.603128,-1.102404,0.905454,-0.246680
-1.798204,-1.638524,0.984333,-0.168239
-1.653485,0.443424,0.704564,0.170734
1.617824,-0.980462,0.870691,0.247713
1.481252,-0.179674,0.563865,0.107383
-1.779982,-0.033823,0.684717,-0.011986
-1.143454,-0.851303,0.858891,-0.471407
-1.372860,-1.731318,1.046683,-0.199435
-0.737042,0.277395,-0.212319,1.063091
0.570140,0.196255,-1.167742,-1.692828
-0.984387,0.085028,-0.009174,0.175641
-0.805361,-0.367970,0.165075,-0.964230
1.512253,-1.988021,1.042781,0.154464
-0.257725,-1.639768,1.345441,-0.111339
1.240117,-1.260957,1.005329,0.319659
-1.070292,1.904950,1.108944,0.178890
0.812165,0.078541,-0.474198,-0.287799
-1.872374,-1.977099,1.007333,-0.134668
-0.326499,-0.567109,2.172614,-2.019632
-0.365269,0.132794,-4.074548,4.250844
-0.903973,0.353636,0.220412,0.720147
-0.528409,-0.766178,1.410225,-1.079081
-0.829234,1.750682,1.168823,0.206192
