1.068898 	0.966202 	1.008466 	3.198883 	0.969340 	1.080440 	1.732154 	0.976139 	0.067629 	0.289825 	1.322467 	1.242317 	2.716365 	0.913609 	0.822623 	1.202276 	-0.241389 	0.993532 	1.769973 	5.937992 	2.150461 	1.245513 	12.194129 	0.921630 	0.981038 	-2.424087 	1.129269 	0.988590 	-0.026675 	0.957109 	1.094705 	1.077715 	1.098918 	0.613617 	0.994610 	0.970187 	1.809842 	1.108490 	1.242743 	0.204906 	1.198944 	0.743770 	0.746176 	1.115109 	1.118127 	-0.115920 	-3.998938 	1.585058 	4.206239 	1.858719 	0.963133 	1.718057 	1.826810 	0.948497 	0.548301 	1.024359 	1.240356 	1.153019 	1.050584 	1.105654 	0.556606 	-1.195947 	0.903733 	-0.052408 	1.807947 	0.923234 	1.402311 	1.732215 	0.825291 	1.414197 	0.830842 	0.687723 	0.914276 	1.691418 	1.093100 	1.014668 	-1.511425 	1.981649 	1.148347 	0.776390 	1.268490 	1.301517 	1.190292 	0.647718 	1.136663 	1.098884 	0.831455 	1.242124 	0.996912 	1.454428 	0.076933 	1.172093 	0.966302 	1.910092 	1.106397 	0.829870 	0.557500 	1.097152 	1.247389 	2.269474 	
1.004196 	0.980052 	0.646976 	0.939102 	0.845363 	0.956556 	0.827206 	1.093128 	0.604048 	1.182284 	0.827048 	1.110425 	-0.236455 	1.102929 	1.740963 	0.776152 	2.103941 	0.714767 	1.090537 	1.026687 	1.660026 	-0.177425 	218.987228 	2.617237 	0.872794 	1.319540 	0.930873 	0.905336 	0.493224 	0.910026 	0.886672 	2.073619 	2.431561 	1.570279 	0.998415 	2.820424 	0.891973 	0.186495 	1.066449 	0.653603 	0.867456 	1.147845 	1.465697 	1.089160 	0.742440 	0.421930 	1.367211 	0.988250 	-14.604838 	3.952626 	1.157157 	1.163827 	-0.044098 	1.109824 	1.212304 	1.044692 	0.904165 	1.343659 	0.421635 	0.659259 	0.863135 	0.408148 	1.044401 	1.412739 	1.400169 	0.940793 	0.869252 	0.936024 	1.056120 	1.065562 	1.052249 	18.561976 	1.031242 	0.189090 	1.677441 	0.763771 	3.436938 	0.675826 	-1.460032 	1.244269 	3.287176 	0.543312 	1.020554 	2.650822 	1.080980 	0.099156 	1.505066 	0.927205 	0.744791 	0.207762 	1.265685 	1.056324 	0.456115 	0.764935 	0.975127 	1.333875 	3.396532 	0.894735 	0.767609 	1.009434 	
0.795070 	2.315246 	0.678118 	1.255278 	0.874638 	99.603300 	0.791572 	-2.286853 	0.711988 	1.061617 	1.881968 	1.265234 	0.989718 	0.689947 	1.506343 	-0.195464 	0.915722 	1.069135 	1.003828 	0.853838 	2.131151 	0.666391 	1.393711 	0.530732 	0.910695 	1.787299 	0.973350 	0.979859 	0.767189 	-1.952980 	1.586317 	0.759210 	1.956045 	0.949082 	1.012433 	0.738047 	1.065338 	0.917942 	0.942904 	1.146955 	1.544109 	0.671748 	0.982969 	1.188967 	1.771779 	1.276464 	0.740538 	2.202290 	0.624411 	1.246979 	-1.788147 	1.617983 	-0.019870 	2.447813 	1.418429 	1.002497 	1.173999 	3.793259 	0.901624 	-2.269194 	1.251711 	-5.497277 	1.237516 	0.656827 	-6.673554 	1.360207 	1.003698 	0.821751 	0.832558 	1.257537 	0.533129 	0.993629 	-6.302424 	1.824665 	1.142300 	1.031954 	0.948291 	0.521230 	0.876031 	0.664383 	0.897822 	1.535998 	0.861897 	1.373334 	1.155104 	1.012254 	1.183034 	0.849485 	-1.978780 	0.856776 	1.197550 	1.404626 	1.013010 	2.811342 	0.609411 	1.009281 	-2.598274 	1.033287 	0.582491 	0.445756 	
1.338307 	2.870652 	-0.201254 	1.439525 	0.739350 	0.831617 	-1.319264 	-0.384575 	1.299723 	0.578491 	1.005077 	1.237990 	0.372093 	0.714260 	0.759406 	0.935678 	1.678194 	0.965423 	0.813826 	1.240292 	0.962410 	0.968225 	0.031003 	1.490722 	1.522252 	0.744006 	0.756896 	1.481063 	0.705240 	1.480234 	0.799983 	0.581727 	1.281883 	1.212088 	1.197702 	0.966806 	1.109619 	1.111443 	1.772870 	1.010551 	0.995786 	1.330520 	1.312265 	0.924342 	1.467863 	0.812407 	0.855154 	0.695767 	1.200229 	0.789624 	1.048954 	1.093837 	1.024666 	0.720811 	1.020181 	1.444646 	1.009493 	0.714915 	1.025734 	1.119407 	0.974736 	1.464211 	0.938811 	0.357417 	1.336461 	0.557391 	1.088826 	1.349209 	0.791624 	2.375015 	1.043070 	1.261343 	0.694995 	1.909731 	1.070914 	0.967126 	0.837830 	0.896946 	1.885883 	1.200232 	1.578908 	1.160880 	1.015387 	0.639931 	0.785795 	1.305602 	1.256244 	0.784551 	1.678853 	0.884432 	1.311334 	0.718962 	1.054665 	1.123435 	0.689514 	2.664602 	1.017240 	1.303481 	1.505686 	3.997246 	
1.447995 	1.053977 	1.087339 	0.908229 	0.942517 	47.442854 	0.659611 	0.893027 	2.808776 	0.753907 	0.717787 	1.266742 	0.981163 	0.945739 	0.641160 	21.066925 	1.574845 	1.306708 	-0.662616 	1.509516 	1.099008 	1.324545 	2.958839 	1.008521 	1.020899 	1.403487 	1.258365 	0.783372 	1.199183 	8.524968 	1.253965 	0.947953 	0.426030 	0.780590 	0.679394 	0.861374 	0.586027 	1.301946 	0.772252 	0.921626 	-0.057398 	1.196800 	4.093937 	1.214424 	1.535238 	1.086626 	1.014676 	0.591817 	1.091253 	0.974150 	1.293200 	0.952187 	-1.010899 	0.064929 	0.880054 	1.388541 	1.059069 	0.630962 	-1.332493 	1.737326 	0.558092 	1.169396 	1.029047 	-0.233336 	0.625997 	-7.912914 	-2.012977 	1.088696 	1.021758 	1.076767 	1.047903 	1.067278 	0.635726 	1.405625 	1.058768 	0.979044 	0.483407 	0.149112 	1.361941 	0.812783 	-0.191417 	1.051151 	0.744007 	1.157774 	1.367286 	0.870762 	1.075504 	0.320533 	1.633279 	-0.268632 	0.295574 	1.945838 	0.992656 	0.568551 	1.146615 	0.965266 	1.138661 	0.863310 	-0.712600 	1.271651 	
4.683822 	1.457777 	0.372444 	1.112423 	0.329513 	1.375996 	0.930747 	1.389713 	0.762888 	1.105824 	0.527988 	0.597473 	1.268239 	0.910382 	1.560020 	1.223903 	1.810869 	1.023201 	1.241524 	1.258156 	1.193549 	0.843354 	0.591091 	1.380014 	1.043641 	1.008699 	1.093271 	1.286668 	0.389487 	0.802937 	-2.330245 	1.254792 	1.119719 	0.309793 	0.787970 	1.212344 	1.352399 	1.470062 	1.551504 	0.664028 	0.947871 	6.038261 	1.525636 	0.394706 	0.438119 	1.071169 	1.037162 	1.469646 	0.983643 	0.474588 	1.320380 	1.160442 	1.109801 	0.958072 	0.974710 	1.039094 	1.365576 	1.264285 	0.986347 	1.737782 	1.221274 	0.902483 	0.119395 	-1.755875 	1.100502 	0.870989 	1.018971 	0.657154 	0.915805 	1.084166 	-2.358415 	1.889936 	1.228173 	2.889417 	0.988325 	0.759105 	1.289004 	1.677942 	1.174065 	0.501910 	1.019578 	1.099048 	0.982890 	1.381767 	0.956447 	0.084031 	1.477710 	0.815903 	0.727435 	0.977859 	1.237647 	1.172566 	1.005840 	1.679463 	0.677602 	1.137337 	1.213627 	0.917014 	0.951541 	0.970519 	
1.376896 	1.144820 	0.746198 	1.152135 	0.879504 	0.672681 	1.125826 	0.691049 	0.786293 	1.021447 	0.281867 	1.049540 	1.252410 	1.415578 	0.210508 	0.668740 	0.600648 	1.417095 	1.047359 	1.121779 	0.623764 	3.613772 	0.597117 	0.658084 	1.092994 	31.988066 	0.859387 	1.256424 	1.158876 	1.003835 	1.294434 	3.445548 	1.422360 	1.007558 	0.998770 	1.008398 	3.916560 	1.544771 	0.942541 	0.962930 	0.802027 	0.968420 	1.198640 	0.994586 	0.992784 	0.752266 	0.746356 	0.693850 	1.244492 	0.959153 	0.944078 	0.837737 	1.557998 	0.586688 	1.323348 	0.510419 	0.719787 	0.965006 	2.199909 	-1.589970 	0.857122 	0.821189 	1.041053 	0.550578 	1.002484 	0.659856 	1.234396 	1.008510 	1.064071 	0.152497 	1.638299 	0.754488 	0.601721 	1.244727 	1.203820 	1.090857 	1.277690 	1.043413 	1.016440 	1.097749 	1.151134 	1.758398 	0.751786 	1.253028 	1.384058 	1.145549 	2.980709 	1.586465 	1.160228 	1.405913 	0.720225 	0.248675 	0.006341 	1.326560 	0.176655 	1.064760 	0.402928 	0.290546 	0.828334 	2.082626 	
2.507774 	1.245216 	1.001087 	1.712744 	1.019512 	0.975501 	3.409485 	2.260069 	0.939782 	0.578151 	1.245141 	1.258905 	1.490014 	0.954649 	1.284054 	0.994934 	0.721261 	0.898691 	-0.528248 	1.754369 	2.848281 	1.019263 	0.719157 	1.152245 	-1.119639 	1.619294 	1.425353 	1.053175 	0.136023 	1.065597 	1.831656 	1.002333 	1.014122 	0.717194 	10.455959 	1.244495 	0.792392 	0.973600 	0.934186 	0.649270 	0.863737 	1.248850 	1.058949 	0.961357 	1.844647 	1.016145 	1.940640 	0.644449 	1.177756 	0.932165 	5.560070 	0.462136 	1.115549 	-0.566121 	0.905097 	0.827553 	3.756024 	0.881533 	1.573051 	1.225036 	0.826541 	0.749049 	0.968536 	0.876656 	1.068147 	0.818482 	1.224985 	1.158191 	1.211566 	4.093128 	0.194810 	1.242368 	0.971007 	4.988871 	0.954047 	1.272734 	0.585354 	1.536643 	24.236635 	0.836994 	1.399950 	1.529513 	0.833957 	0.566046 	0.735761 	0.144923 	0.522744 	1.166696 	1.129569 	1.805224 	0.929538 	0.990915 	0.577964 	2.114909 	0.671513 	2.275193 	1.229938 	0.723251 	1.250003 	1.117429 	
-1.813553 	1.256873 	0.733190 	0.961037 	1.771970 	4.146078 	0.837970 	0.864870 	1.092386 	0.751925 	0.323616 	0.990789 	1.090718 	1.589313 	1.012989 	0.712474 	1.486962 	-0.530760 	0.947497 	0.270213 	1.533535 	0.232088 	0.984773 	1.025431 	2.003811 	1.196440 	0.858830 	0.691312 	1.845954 	0.630985 	1.124422 	0.771587 	1.091718 	0.841116 	1.897996 	1.212852 	0.534415 	1.084457 	1.220061 	1.006690 	1.263432 	1.006513 	31.971086 	1.009986 	0.910409 	1.511971 	-0.307574 	1.085104 	1.104848 	1.176333 	1.136847 	0.755968 	1.784807 	1.450165 	0.300780 	1.115114 	0.107279 	1.317613 	0.898576 	1.055443 	0.773000 	0.852474 	1.017611 	0.745323 	1.053165 	1.026655 	0.928590 	15.372954 	0.964983 	1.019588 	1.191849 	0.566771 	1.643768 	0.478782 	1.490947 	-0.865833 	1.875573 	0.464208 	1.209357 	0.548747 	1.011672 	1.223031 	1.034486 	1.422588 	0.959805 	1.034786 	1.073108 	1.650711 	0.992049 	0.697585 	0.631708 	0.680298 	1.101736 	1.011837 	0.883238 	1.556956 	1.097131 	1.107596 	1.089341 	0.577442 	
1.043965 	7.692811 	1.125740 	0.788065 	0.868567 	0.988931 	1.074068 	0.110250 	1.015508 	1.282460 	0.913696 	3.002281 	0.809560 	1.268731 	1.806728 	0.811938 	1.028287 	0.686422 	0.927696 	1.092822 	2.316946 	0.872102 	0.838232 	1.075685 	-6.081563 	0.906750 	1.186538 	0.932347 	3.869644 	1.149533 	1.272622 	1.405445 	0.776709 	1.032412 	1.026650 	1.034759 	0.435293 	0.509088 	-0.424927 	1.313465 	0.994915 	1.505462 	0.274495 	1.406772 	0.952055 	0.609685 	0.899259 	1.232156 	2.371455 	0.772298 	-0.262875 	-0.164548 	0.829446 	0.783638 	0.551238 	0.664658 	1.491749 	1.081831 	2.615979 	-0.147562 	0.466289 	1.001429 	0.705080 	0.718641 	0.952605 	0.744000 	0.249215 	0.795725 	1.003500 	0.684483 	1.148000 	1.092905 	0.354970 	1.931981 	0.986441 	1.187579 	0.705573 	0.743609 	0.958579 	0.998574 	0.969722 	1.542387 	2.794265 	1.689530 	0.901540 	0.715117 	0.761370 	1.115061 	0.938155 	1.164349 	0.996204 	0.954598 	1.379744 	2.699160 	-0.334818 	1.631451 	1.730356 	1.320084 	0.977542 	1.095413 	
